658	925
658	1821
658	2330
925	1821
925	2330
1821	2330
371	2000
376	1481
376	1702
1481	1702
1775	2209
1513	2322
129	1043
1334	2341
329	910
1514	2217
1577	1650
349	1978
188	1736
14	32
135	1102
135	1993
1102	1993
1735	1984
1735	2035
1984	2035
782	1213
438	1683
302	393
302	1152
302	1209
393	1152
393	1209
1152	1209
741	818
741	883
818	883
71	563
71	1145
71	2394
563	1145
563	2394
1145	2394
252	715
252	943
715	943
397	2136
292	740
177	1730
269	386
269	479
386	479
1916	1937
1916	2072
1937	2072
39	1679
39	1950
1679	1950
333	1332
321	1820
127	517
127	1387
517	1387
375	1970
517	2344
1942	1979
1942	1982
1979	1982
1617	2149
1195	2369
935	2293
262	389
262	1605
262	2256
389	1605
389	2256
1605	2256
178	203
178	1969
178	2357
203	1969
203	2357
1969	2357
774	1332
1155	1207
1155	1388
1155	2053
1155	2347
1207	1388
1207	2053
1207	2347
1388	2053
1388	2347
2053	2347
467	936
1510	1973
543	1882
776	1201
776	2147
1201	2147
1199	2202
501	671
501	766
501	1584
671	766
671	1584
766	1584
201	418
201	1348
418	1348
294	882
625	1312
406	888
406	1504
888	1504
724	1309
724	1815
724	1925
1309	1815
1309	1925
1815	1925
90	206
90	1286
90	2030
206	1286
206	2030
1286	2030
587	780
707	951
707	2269
951	2269
1521	2217
1521	2323
2217	2323
867	1220
26	661
26	2055
661	2055
309	582
309	1671
582	1671
467	547
467	797
467	936
467	1806
547	797
547	936
547	1806
797	936
797	1806
936	1806
1803	1878
823	1047
55	1498
441	677
891	955
891	1467
955	1467
423	536
46	635
46	2299
635	2299
1368	1724
1368	1853
1368	1874
1724	1853
1724	1874
1853	1874
136	268
303	2031
1472	1872
1048	2086
1048	2087
2086	2087
499	846
166	448
166	1375
166	1705
448	1375
448	1705
1375	1705
796	1598
1980	2353
597	882
528	639
528	1571
639	1571
1203	1233
1203	1294
1203	1355
1203	1937
1233	1294
1233	1355
1233	1937
1294	1355
1294	1937
1355	1937
1052	1788
1488	2278
1488	2369
1488	2384
2278	2369
2278	2384
2369	2384
305	1672
64	81
1005	1789
448	842
519	861
1634	2285
1032	2366
177	335
177	684
177	1747
335	684
335	1747
684	1747
172	323
604	1468
799	1843
799	2243
1843	2243
1749	2252
519	896
519	1624
896	1624
664	1204
300	878
300	2062
878	2062
904	2385
980	1265
980	1846
1265	1846
260	337
260	585
260	692
260	2206
337	585
337	692
337	2206
585	692
585	2206
692	2206
1750	2089
1750	2179
2089	2179
1506	1738
1506	2107
1738	2107
2113	2195
578	2204
1537	1612
269	2212
1715	2253
223	435
223	643
223	767
223	1401
435	643
435	767
435	1401
643	767
643	1401
767	1401
1318	1863
1706	1839
250	311
250	1094
250	2244
311	1094
311	2244
1094	2244
2299	2303
1638	1732
325	1170
325	1718
1170	1718
953	1057
102	937
102	993
937	993
336	1740
66	509
2000	2224
159	562
159	707
159	852
562	707
562	852
707	852
1187	1423
805	909
1513	2183
1513	2322
2183	2322
31	1286
31	1304
1286	1304
509	1679
509	1960
509	2225
1679	1960
1679	2225
1960	2225
107	280
1145	1306
277	1452
372	888
372	1000
888	1000
1734	2074
1942	1979
1810	1898
1007	1341
459	2080
683	1013
683	1331
1013	1331
374	2008
931	1026
578	1956
1150	2262
1301	1365
1301	1499
1301	1843
1301	2261
1365	1499
1365	1843
1365	2261
1499	1843
1499	2261
1843	2261
