% bip positive
1	1	1	1146891170
1	1	1	1148273258
1	1	1	1153541575
1	1	1	1153544211
2	1	1	1154295826
3	1	1	1288323011
1	1	1	1289212215
1	1	1	1289212244
1	1	1	1298972063
1	1	1	1313473798
1	1	1	1314182559
4	1	1	1321026589
4	1	1	1321027082
4	1	1	1321027491
4	1	1	1321027800
5	1	1	1322574784
6	1	1	1460045438
7	2	1	1134304744
8	2	1	1138408040
8	2	1	1138410558
9	2	1	1269499277
10	2	1	1309683315
10	2	1	1319677347
10	2	1	1324522405
10	2	1	1326644448
10	2	1	1329059323
11	2	1	1334751870
12	2	1	1334992830
10	2	1	1338599408
10	2	1	1338920856
10	2	1	1340945447
10	2	1	1342728821
13	2	1	1343653421
10	2	1	1346896981
10	2	1	1347283656
10	2	1	1350356576
10	2	1	1350493721
14	2	1	1356885840
10	2	1	1357679056
10	2	1	1358609298
10	2	1	1359578223
10	2	1	1363205141
10	2	1	1366779427
10	2	1	1367293899
10	2	1	1367347293
10	2	1	1369083109
10	2	1	1370310410
10	2	1	1371962571
10	2	1	1372941661
15	2	1	1372949595
10	2	1	1374586112
16	2	1	1374597830
10	2	1	1377026514
10	2	1	1379990865
10	2	1	1380912784
10	2	1	1381264091
10	2	1	1383682501
10	2	1	1384817688
17	2	1	1389854829
17	2	1	1392813027
17	2	1	1393020024
17	2	1	1393616688
17	2	1	1394229530
17	2	1	1394747784
17	2	1	1396307086
17	2	1	1396979590
17	2	1	1400342592
17	2	1	1400880584
17	2	1	1402426099
17	2	1	1403214866
17	2	1	1408642521
17	2	1	1408659333
17	2	1	1409676722
17	2	1	1414346659
17	2	1	1415986616
17	2	1	1416593534
17	2	1	1416594936
17	2	1	1419620387
17	2	1	1423161024
17	2	1	1425249218
17	2	1	1425499298
17	2	1	1426275998
17	2	1	1428682325
17	2	1	1428695309
17	2	1	1429592907
17	2	1	1430711365
17	2	1	1431883771
17	2	1	1433533551
17	2	1	1433546568
17	2	1	1433685930
17	2	1	1434192256
17	2	1	1434197771
17	2	1	1434751297
17	2	1	1437714474
17	2	1	1437724344
17	2	1	1438386220
17	2	1	1438398506
17	2	1	1439591306
17	2	1	1439597129
17	2	1	1439939391
18	2	1	1439945891
17	2	1	1441217559
17	2	1	1441221254
17	2	1	1441399975
17	2	1	1441403633
17	2	1	1442955670
17	2	1	1442963614
17	2	1	1443459382
17	2	1	1446229090
17	2	1	1447106258
17	2	1	1447152457
17	2	1	1447796605
17	2	1	1448488071
17	2	1	1448980728
17	2	1	1450472377
17	2	1	1451001970
17	2	1	1451958549
17	2	1	1453144018
17	2	1	1459442880
17	2	1	1460930871
17	2	1	1466776916
17	2	1	1467087698
17	2	1	1467566415
17	2	1	1467732313
17	2	1	1470765826
17	2	1	1473692887
17	2	1	1475266291
17	2	1	1475717686
17	2	1	1476553779
17	2	1	1479081566
17	2	1	1479082294
17	2	1	1481743913
17	2	1	1487190678
17	2	1	1489088600
17	2	1	1489813749
17	2	1	1491536192
17	2	1	1491932026
17	2	1	1493838863
17	2	1	1494254526
17	2	1	1494612399
17	2	1	1494945865
17	2	1	1494968914
17	2	1	1495573606
19	2	1	1496336087
17	2	1	1500319593
7	3	1	1134304645
7	4	1	1134304661
2	5	1	1154295826
20	5	1	1424808099
20	5	1	1429435087
1	6	1	1148374868
1	6	1	1148374940
1	6	1	1150950047
1	6	1	1165821205
21	6	1	1394083582
21	6	1	1394083612
22	6	1	1425142756
23	6	1	1468469773
23	6	1	1468500766
23	6	1	1468501330
23	6	1	1468501775
23	6	1	1468502164
1	7	1	1153542062
1	8	1	1153542111
1	9	1	1153542316
1	10	1	1153542469
1	11	1	1153542597
1	12	1	1153542897
1	13	1	1153543531
2	14	1	1154295826
2	15	1	1154295826
24	16	1	1169427639
24	17	1	1169427900
25	18	1	1174772562
1	19	1	1183538168
26	20	1	1188306147
26	21	1	1188306162
26	22	1	1188306182
27	23	1	1190418380
27	23	1	1190418385
27	23	1	1193280206
27	24	1	1190418398
26	25	1	1192007670
28	26	1	1192843463
28	26	1	1329592025
29	27	1	1193960958
29	27	1	1199835242
30	28	1	1196104991
28	28	1	1225271653
31	29	1	1196731960
32	30	1	1199113815
33	31	1	1205103704
33	32	1	1205103710
34	33	1	1206643410
35	34	1	1211755330
35	35	1	1211755403
35	36	1	1211755651
36	37	1	1212089525
28	37	1	1277173953
28	37	1	1277175342
37	38	1	1212286817
38	39	1	1212354352
39	40	1	1213741078
39	40	1	1213786233
