% bip positive
1	1	1	1123527403
2	1	1	1143799058
3	1	1	1352587519
1	2	1	1123527555
2	2	1	1143801917
3	2	1	1357933031
1	3	1	1123528063
2	3	1	1143801618
3	3	1	1362153311
3	3	1	1362483097
1	4	1	1123528348
2	4	1	1143801742
3	4	1	1362563786
1	5	1	1123529763
2	5	1	1143801734
4	5	1	1297204660
1	6	1	1123530086
2	6	1	1143801354
3	6	1	1376296895
5	6	1	1389642865
1	7	1	1123858033
2	7	1	1143800558
3	7	1	1377726425
1	8	1	1123858713
2	8	1	1143801066
3	8	1	1471899693
1	9	1	1123859339
2	9	1	1143801074
2	9	1	1143801156
3	9	1	1380149497
3	9	1	1460197348
1	10	1	1123860198
2	10	1	1132080290
2	10	1	1143800846
3	10	1	1357658190
1	11	1	1123860348
6	11	1	1132050195
6	11	1	1132052083
2	11	1	1132080127
2	11	1	1143800858
3	11	1	1361340287
1	12	1	1123868093
6	12	1	1132050198
6	12	1	1132052092
2	12	1	1132080121
2	12	1	1143800873
2	12	1	1208853578
2	12	1	1210283676
2	12	1	1210686672
2	12	1	1210686688
7	12	1	1338055497
3	12	1	1361695705
1	13	1	1123868301
6	13	1	1132050202
6	13	1	1132052099
2	13	1	1132080109
2	13	1	1143800801
8	13	1	1238768336
9	13	1	1318688961
3	13	1	1363611216
3	13	1	1443825226
10	13	1	1467037088
1	14	1	1123870442
2	14	1	1132148199
2	14	1	1143852431
2	14	1	1191395118
3	14	1	1359086740
1	15	1	1123870640
2	15	1	1132148188
2	15	1	1143799124
3	15	1	1359182752
1	16	1	1123870712
2	16	1	1132148179
2	16	1	1143799147
3	16	1	1360907300
1	17	1	1123870791
2	17	1	1132148286
2	17	1	1143852438
3	17	1	1361284848
1	18	1	1123870901
2	18	1	1132147937
2	18	1	1132148288
2	18	1	1143852449
11	18	1	1229643805
12	18	1	1267824043
3	18	1	1362483158
1	19	1	1123871270
2	19	1	1132148293
2	19	1	1143852460
3	19	1	1377885410
1	20	1	1123871467
2	20	1	1132148448
2	20	1	1143852471
3	20	1	1362918409
1	21	1	1123871758
2	21	1	1132148456
2	21	1	1143852482
3	21	1	1365527683
1	22	1	1123871861
2	22	1	1132148463
2	22	1	1143852490
3	22	1	1363166015
1	23	1	1123872050
2	23	1	1132148474
2	23	1	1143852498
3	23	1	1363008673
1	24	1	1123872539
2	24	1	1132148510
2	24	1	1143852552
3	24	1	1365023981
6	25	1	1131982342
6	25	1	1131982752
2	25	1	1132150483
2	25	1	1159876125
11	25	1	1216598776
13	25	1	1321020179
3	25	1	1351788840
14	25	1	1381779785
3	25	1	1447473302
6	26	1	1131981715
6	26	1	1131982965
3	26	1	1424142602
6	27	1	1131982199
6	27	1	1131982932
3	27	1	1424049873
6	28	1	1131982310
6	28	1	1131983209
3	28	1	1424233031
6	29	1	1131981740
6	29	1	1131982995
3	29	1	1424322871
6	30	1	1131981757
6	30	1	1131983017
11	30	1	1235905599
3	30	1	1424405843
3	31	1	1456877369
3	32	1	1456971414
3	33	1	1457057271
3	34	1	1457140495
3	35	1	1457238879
3	36	1	1457320931
6	37	1	1131983181
3	37	1	1424482615
6	38	1	1132049962
6	38	1	1132066234
2	38	1	1143800823
2	38	1	1144159396
2	38	1	1201787996
11	38	1	1216598917
15	38	1	1389033184
3	38	1	1441764417
3	38	1	1453619660
2	39	1	1132063574
6	39	1	1132063737
2	39	1	1132151255
2	39	1	1132564375
2	39	1	1143802753
2	39	1	1143804957
2	39	1	1160216585
2	39	1	1161155132
16	39	1	1163083308
2	39	1	1163162756
2	39	1	1170856734
17	39	1	1217523802
2	39	1	1217533222
18	39	1	1217709093
2	39	1	1217713574
2	39	1	1218011173
19	39	1	1243267921
11	39	1	1243279930
3	39	1	1256395927
20	39	1	1287637640
20	39	1	1326645226
20	39	1	1326662338
20	39	1	1329059902
21	39	1	1329409469
22	39	1	1333450885
20	39	1	1338600165
20	39	1	1338921543
20	39	1	1339835717
20	39	1	1342729467
20	39	1	1346897526
20	39	1	1347284249
20	39	1	1350357156
20	39	1	1350494300
3	39	1	1352032197
20	39	1	1357679816
20	39	1	1358610077
20	39	1	1359579077
20	39	1	1361322257
23	39	1	1361474646
3	39	1	1361789811
24	39	1	1361824228
23	39	1	1362344256
23	39	1	1362392894
23	39	1	1362736583
20	39	1	1363206095
20	39	1	1366780720
20	39	1	1367024427
25	39	1	1367027049
20	39	1	1367294902
20	39	1	1367348270
20	39	1	1369084258
20	39	1	1370311401
20	39	1	1371963585
20	39	1	1372942559
26	39	1	1372951439
20	39	1	1374587161
27	39	1	1374598541
20	39	1	1377027610
3	39	1	1377125341
20	39	1	1379992217
3	39	1	1380382053
3	39	1	1380735563
20	39	1	1380913983
20	39	1	1381265436
20	39	1	1383683843
20	39	1	1384818611
28	39	1	1389733675
28	39	1	1389854821
