12	1	1
15	1	1
33	1	1
34	1	1
35	1	1
36	1	1
41	1	1
43	1	1
167	1	1
176	1	1
183	1	1
193	1	1
199	1	1
245	1	1
246	1	1
253	1	1
5	2	1
12	2	1
15	2	1
16	2	1
17	2	1
18	2	1
29	2	1
30	2	1
31	2	1
32	2	1
44	2	1
52	2	1
60	2	1
65	2	1
73	2	1
89	2	1
92	2	1
100	2	1
112	2	1
115	2	1
128	2	1
153	2	1
158	2	1
161	2	1
175	2	1
180	2	1
203	2	1
212	2	1
227	2	1
12	3	1
15	3	1
18	3	1
51	3	1
55	3	1
66	3	1
72	3	1
90	3	1
98	3	1
99	3	1
105	3	1
106	3	1
110	3	1
147	3	1
169	3	1
183	3	1
202	3	1
205	3	1
211	3	1
225	3	1
253	3	1
254	3	1
255	3	1
256	3	1
257	3	1
262	3	1
267	3	1
18	4	1
19	4	1
30	4	1
31	4	1
32	4	1
39	4	1
56	4	1
60	4	1
65	4	1
66	4	1
68	4	1
69	4	1
70	4	1
72	4	1
87	4	1
90	4	1
91	4	1
93	4	1
109	4	1
130	4	1
144	4	1
145	4	1
148	4	1
153	4	1
168	4	1
169	4	1
188	4	1
199	4	1
200	4	1
202	4	1
203	4	1
204	4	1
205	4	1
214	4	1
219	4	1
224	4	1
2	5	1
9	5	1
51	5	1
52	5	1
57	5	1
89	5	1
98	5	1
99	5	1
169	5	1
197	5	1
198	5	1
64	6	1
72	6	1
125	6	1
135	6	1
254	6	1
258	6	1
259	6	1
262	6	1
263	6	1
265	6	1
267	6	1
57	7	1
64	7	1
72	7	1
84	7	1
85	7	1
125	7	1
135	7	1
254	7	1
258	7	1
259	7	1
261	7	1
262	7	1
263	7	1
265	7	1
267	7	1
47	8	1
54	8	1
57	8	1
64	8	1
72	8	1
125	8	1
135	8	1
138	8	1
182	8	1
254	8	1
258	8	1
259	8	1
261	8	1
262	8	1
263	8	1
265	8	1
267	8	1
5	9	1
47	9	1
54	9	1
57	9	1
64	9	1
72	9	1
125	9	1
135	9	1
138	9	1
182	9	1
254	9	1
258	9	1
259	9	1
261	9	1
262	9	1
263	9	1
265	9	1
267	9	1
268	9	1
18	10	1
30	10	1
51	10	1
72	10	1
89	10	1
90	10	1
91	10	1
93	10	1
96	10	1
103	10	1
159	10	1
168	10	1
169	10	1
199	10	1
200	10	1
202	10	1
203	10	1
204	10	1
205	10	1
214	10	1
234	10	1
15	11	1
16	11	1
26	11	1
27	11	1
48	11	1
51	11	1
53	11	1
56	11	1
57	11	1
66	11	1
68	11	1
87	11	1
89	11	1
97	11	1
98	11	1
99	11	1
105	11	1
164	11	1
175	11	1
177	11	1
178	11	1
214	11	1
236	11	1
1	12	1
2	12	1
3	12	1
15	12	1
18	12	1
33	12	1
34	12	1
35	12	1
43	12	1
47	12	1
58	12	1
87	12	1
106	12	1
134	12	1
176	12	1
234	12	1
256	12	1
42	13	1
55	13	1
124	13	1
125	13	1
270	13	1
26	14	1
27	14	1
51	14	1
58	14	1
65	14	1
89	14	1
92	14	1
98	14	1
99	14	1
101	14	1
166	14	1
1	15	1
2	15	1
3	15	1
11	15	1
12	15	1
18	15	1
26	15	1
27	15	1
29	15	1
30	15	1
36	15	1
41	15	1
53	15	1
55	15	1
59	15	1
61	15	1
66	15	1
68	15	1
70	15	1
73	15	1
87	15	1
91	15	1
95	15	1
97	15	1
99	15	1
101	15	1
105	15	1
112	15	1
115	15	1
117	15	1
130	15	1
139	15	1
145	15	1
148	15	1
153	15	1
157	15	1
167	15	1
168	15	1
171	15	1
172	15	1
175	15	1
177	15	1
178	15	1
187	15	1
194	15	1
199	15	1
202	15	1
203	15	1
205	15	1
211	15	1
214	15	1
216	15	1
220	15	1
226	15	1
260	15	1
275	15	1
2	16	1
11	16	1
18	16	1
22	16	1
30	16	1
33	16	1
35	16	1
36	16	1
51	16	1
56	16	1
66	16	1
67	16	1
68	16	1
69	16	1
70	16	1
73	16	1
74	16	1
76	16	1
88	16	1
89	16	1
92	16	1
94	16	1
96	16	1
97	16	1
98	16	1
99	16	1
100	16	1
103	16	1
113	16	1
121	16	1
143	16	1
145	16	1
147	16	1
153	16	1
156	16	1
157	16	1
168	16	1
199	16	1
200	16	1
202	16	1
205	16	1
227	16	1
234	16	1
260	16	1
2	17	1
18	17	1
22	17	1
30	17	1
33	17	1
35	17	1
36	17	1
51	17	1
56	17	1
66	17	1
67	17	1
68	17	1
69	17	1
70	17	1
73	17	1
74	17	1
76	17	1
88	17	1
89	17	1
92	17	1
94	17	1
96	17	1
97	17	1
98	17	1
99	17	1
100	17	1
113	17	1
121	17	1
143	17	1
147	17	1
153	17	1
156	17	1
157	17	1
168	17	1
199	17	1
200	17	1
202	17	1
205	17	1
227	17	1
260	17	1
2	18	1
3	18	1
4	18	1
10	18	1
12	18	1
15	18	1
16	18	1
17	18	1
21	18	1
23	18	1
24	18	1
25	18	1
26	18	1
27	18	1
29	18	1
31	18	1
32	18	1
33	18	1
35	18	1
36	18	1
44	18	1
45	18	1
46	18	1
47	18	1
51	18	1
56	18	1
60	18	1
61	18	1
66	18	1
69	18	1
70	18	1
72	18	1
73	18	1
74	18	1
75	18	1
84	18	1
85	18	1
88	18	1
89	18	1
90	18	1
91	18	1
93	18	1
95	18	1
97	18	1
103	18	1
107	18	1
109	18	1
111	18	1
114	18	1
116	18	1
131	18	1
137	18	1
142	18	1
143	18	1
144	18	1
145	18	1
147	18	1
148	18	1
153	18	1
155	18	1
156	18	1
157	18	1
158	18	1
160	18	1
161	18	1
163	18	1
164	18	1
165	18	1
168	18	1
169	18	1
174	18	1
175	18	1
177	18	1
178	18	1
187	18	1
188	18	1
190	18	1
194	18	1
199	18	1
200	18	1
202	18	1
203	18	1
204	18	1
205	18	1
207	18	1
208	18	1
209	18	1
210	18	1
211	18	1
214	18	1
216	18	1
217	18	1
220	18	1
222	18	1
223	18	1
224	18	1
225	18	1
226	18	1
227	18	1
228	18	1
231	18	1
233	18	1
236	18	1
240	18	1
243	18	1
244	18	1
260	18	1
287	18	1
289	18	1
295	18	1
296	18	1
4	19	1
28	19	1
31	19	1
32	19	1
51	19	1
56	19	1
60	19	1
63	19	1
89	19	1
98	19	1
99	19	1
122	19	1
145	19	1
160	19	1
181	19	1
182	19	1
184	19	1
203	19	1
205	19	1
209	19	1
216	19	1
217	19	1
225	19	1
226	19	1
283	19	1
36	20	1
51	20	1
52	20	1
91	20	1
177	20	1
199	20	1
209	20	1
225	20	1
18	21	1
30	21	1
33	21	1
36	21	1
56	21	1
74	21	1
75	21	1
111	21	1
162	21	1
240	21	1
16	22	1
17	22	1
33	22	1
36	22	1
56	22	1
66	22	1
74	22	1
75	22	1
96	22	1
111	22	1
192	22	1
240	22	1
18	23	1
27	23	1
29	23	1
30	23	1
37	23	1
66	23	1
72	23	1
91	23	1
112	23	1
125	23	1
139	23	1
149	23	1
163	23	1
172	23	1
175	23	1
194	23	1
18	24	1
37	24	1
51	24	1
68	24	1
69	24	1
70	24	1
90	24	1
91	24	1
99	24	1
112	24	1
113	24	1
124	24	1
125	24	1
131	24	1
153	24	1
158	24	1
168	24	1
188	24	1
189	24	1
