722	1327
722	1362
1327	1362
119	1315
55	146
1234	1357
94	144
94	718
94	1131
144	718
144	1131
718	1131
730	1193
216	360
1058	1145
267	580
245	631
326	408
326	1323
408	1323
1301	1361
167	503
167	1315
503	1315
178	967
81	377
58	305
58	610
305	610
45	1117
270	997
329	705
329	775
705	775
120	1227
151	174
151	865
151	1116
174	865
174	1116
865	1116
935	1186
935	1199
935	1374
1186	1199
1186	1374
1199	1374
575	1272
463	1236
148	1184
29	385
1089	1138
1051	1332
1051	1372
1332	1372
619	1032
619	1078
619	1212
1032	1078
1032	1212
1078	1212
79	381
79	1065
381	1065
246	832
21	1034
1091	1339
180	1171
113	733
113	1062
733	1062
423	527
437	460
404	899
48	779
208	323
208	452
208	586
208	1190
208	1306
323	452
323	586
323	1190
323	1306
452	586
452	1190
452	1306
586	1190
586	1306
1190	1306
414	509
12	16
134	451
134	501
451	501
798	820
187	819
351	1369
564	1094
564	1170
1094	1170
383	959
383	1263
383	1286
959	1263
959	1286
1263	1286
281	928
1108	1264
955	1002
955	1193
1002	1193
204	283
204	1318
204	1369
283	1318
283	1369
1318	1369
237	709
792	897
214	264
272	686
264	791
760	1132
1230	1341
1147	1333
545	982
863	891
863	1334
891	1334
441	669
315	710
284	1017
392	1210
595	1246
722	919
315	1154
31	1362
847	1088
1185	1212
136	156
136	947
156	947
107	1202
526	749
526	788
526	1099
749	788
749	1099
788	1099
591	1005
591	1338
1005	1338
745	1114
114	293
236	242
236	934
236	1249
242	934
242	1249
934	1249
1117	1137
1117	1262
1137	1262
85	112
85	1139
112	1139
728	735
54	752
87	150
357	619
57	449
57	555
57	629
449	555
449	629
555	629
730	1193
199	662
113	985
310	794
310	1270
794	1270
1026	1150
125	938
125	1296
938	1296
375	839
503	540
503	647
503	671
540	647
540	671
647	671
1074	1355
1088	1251
401	522
401	585
401	622
522	585
522	622
585	622
633	813
121	376
121	469
121	789
376	469
376	789
469	789
153	764
340	1311
699	1157
95	960
918	1352
743	1344
64	300
774	913
740	1049
408	854
143	936
143	1107
936	1107
173	362
151	176
312	1201
111	839
694	768
801	991
107	177
251	383
251	779
251	889
251	1331
383	779
383	889
383	1331
779	889
779	1331
889	1331
101	848
567	751
705	1255
730	1193
1039	1133
297	708
73	809
73	814
809	814
722	1126
288	1167
349	908
74	81
74	93
74	570
74	714
81	93
81	570
81	714
93	570
93	714
570	714
320	674
320	1316
674	1316
292	1004
541	1159
639	912
79	325
34	1324
229	779
229	1092
779	1092
604	722
604	1086
722	1086
35	705
35	1193
35	1359
705	1193
705	1359
1193	1359
535	565
535	598
565	598
377	952
377	1027
377	1211
377	1309
952	1027
952	1211
952	1309
1027	1211
1027	1309
1211	1309
201	254
201	495
201	832
201	1175
254	495
254	832
254	1175
495	832
495	1175
832	1175
311	1064
100	756
765	929
258	770
44	110
44	366
44	490
110	366
110	490
366	490
984	1208
19	33
19	38
33	38
217	332
24	414
159	831
730	1193
707	763
707	842
763	842
482	1019
35	708
361	664
361	715
664	715
207	992
215	426
168	1343
387	395
387	479
387	631
387	650
395	479
395	631
395	650
479	631
479	650
631	650
122	350
122	1027
350	1027
337	397
940	961
149	1372
76	924
198	341
99	761
166	662
166	761
166	1182
166	1213
662	761
662	1182
662	1213
761	1182
761	1213
1182	1213
1111	1241
1111	1245
1241	1245
526	539
612	824
612	1137
612	1239
824	1137
824	1239
1137	1239
802	843
802	1118
843	1118
243	949
243	1003
949	1003
195	267
592	804
592	891
592	1046
592	1113
804	891
804	1046
804	1113
891	1046
891	1113
1046	1113
861	994
696	980
696	1096
696	1314
980	1096
980	1314
1096	1314
81	1057
19	38
26	952
576	713
576	888
576	1192
576	1361
713	888
713	1192
713	1361
888	1192
888	1361
1192	1361
459	718
449	512
275	948
1103	1112
1103	1168
1103	1241
1103	1245
1112	1168
1112	1241
1112	1245
1168	1241
1168	1245
1241	1245
372	730
372	881
372	1064
730	881
730	1064
881	1064
380	1011
380	1143
1011	1143
719	1215
719	1255
1215	1255
337	428
247	855
516	627
496	705
212	749
411	637
732	826
570	679
291	390
291	489
291	1202
291	1360
390	489
390	1202
390	1360
489	1202
489	1360
1202	1360
5	14
5	690
14	690
140	1221
740	893
166	290
166	297
290	297
561	648
561	671
648	671
275	276
275	391
275	413
275	988
275	998
276	391
276	413
276	988
276	998
391	413
391	988
391	998
413	988
413	998
988	998
220	321
220	363
321	363
131	1194
65	758
29	510
209	365
209	532
209	654
209	828
209	1275
209	1332
365	532
365	654
365	828
