1	1	1	1154296660
2	1	1	1186569299
2	1	1	1186570374
3	1	1	1195705500
4	1	1	1196103759
5	1	1	1196104368
6	1	1	1196153605
7	1	1	1196846582
7	1	1	1196880102
6	1	1	1196900169
6	1	1	1197076770
5	1	1	1197193815
8	1	1	1197195997
9	1	1	1212800214
10	4	1	1133532797
10	5	1	1133532819
11	6	1	1136145236
11	7	1	1136145323
12	8	1	1146149625
1	9	1	1154296660
13	10	1	1183047912
14	11	1	1187611252
7	12	1	1188306568
7	13	1	1188306599
15	13	1	1206680955
7	14	1	1188306624
16	15	1	1188319891
16	16	1	1188319968
3	17	1	1190418242
3	18	1	1190418255
3	18	1	1190418262
3	18	1	1192062676
7	19	1	1192172277
17	20	1	1192944239
17	20	1	1329623986
5	21	1	1194046182
5	21	1	1200087252
4	22	1	1196105000
17	22	1	1225248685
6	23	1	1196153648
18	24	1	1196732396
19	25	1	1197076795
19	26	1	1197076798
8	27	1	1197195959
20	29	1	1199115482
21	30	1	1200953009
21	31	1	1200953014
5	32	1	1205440499
5	32	1	1205443045
15	33	1	1206036228
15	34	1	1206036236
22	35	1	1206626442
23	36	1	1212286484
9	37	1	1212799762
9	38	1	1212800104
24	39	1	1213744690
24	39	1	1213796979
24	40	1	1214151366
21	41	1	1221620682
17	41	1	1225430655
17	42	1	1225169977
25	43	1	1225319114
25	44	1	1225323552
17	45	1	1225328460
17	46	1	1225352550
25	47	1	1225374565
25	48	1	1225378273
25	48	1	1226321699
25	49	1	1225393412
25	50	1	1225393430
25	51	1	1225459744
25	51	1	1225571057
25	51	1	1225589320
25	51	1	1225601264
25	51	1	1225657656
25	51	1	1225684023
25	51	1	1225731180
25	51	1	1225776590
25	51	1	1225839856
25	51	1	1225863599
25	51	1	1225882456
25	51	1	1226014690
25	51	1	1226381159
25	51	1	1226501815
25	51	1	1226947641
25	51	1	1226968846
25	51	1	1227105393
25	51	1	1227879556
25	51	1	1228203909
25	51	1	1229415080
25	51	1	1230232000
25	51	1	1230241941
25	51	1	1230770180
25	51	1	1231589819
25	51	1	1232070862
25	51	1	1232475032
25	51	1	1232484140
25	51	1	1233059561
25	51	1	1233100695
25	51	1	1233125631
25	51	1	1233211906
25	51	1	1233557941
25	51	1	1234453288
25	51	1	1234763299
25	51	1	1234766471
25	51	1	1234952317
25	51	1	1235329693
25	51	1	1235498131
25	51	1	1236129659
25	51	1	1237341236
25	51	1	1238047075
25	51	1	1238719929
25	51	1	1240464593
17	52	1	1225530257
17	53	1	1225584114
17	54	1	1225678882
17	55	1	1225770936
17	56	1	1225860457
25	57	1	1225933980
25	58	1	1225945805
25	59	1	1225962342
25	59	1	1226312681
25	60	1	1226239560
17	61	1	1226471425
26	62	1	1226495626
17	63	1	1227249763
17	64	1	1227884013
27	65	1	1229789237
17	66	1	1234149606
17	67	1	1234564067
17	68	1	1235207667
17	69	1	1235275646
17	70	1	1235279893
25	71	1	1237303473
17	72	1	1237616574
28	73	1	1238747351
28	74	1	1238747360
17	75	1	1239502407
17	76	1	1239579308
17	77	1	1239582704
17	78	1	1240007818
17	79	1	1240015769
17	80	1	1240079144
17	81	1	1240088310
29	82	1	1242924621
30	83	1	1246042607
30	84	1	1246042614
30	85	1	1246042619
31	86	1	1246603627
32	86	1	1429228509
33	87	1	1248108431
17	88	1	1252734945
17	89	1	1252741565
17	90	1	1252815541
34	91	1	1252817307
17	91	1	1264237244
35	92	1	1257186292
36	93	1	1260047098
37	94	1	1260440839
38	95	1	1263747500
17	96	1	1264292092
22	97	1	1264355291
17	98	1	1264389276
17	99	1	1264467346
17	100	1	1264473342
17	101	1	1264551964
17	102	1	1264720843
17	103	1	1264732084
17	104	1	1264919100
17	105	1	1264921557
17	106	1	1264923245
17	107	1	1266706528
17	108	1	1266717408
39	109	1	1268589649
39	110	1	1268601490
17	111	1	1270940296
40	111	1	1410355934
17	112	1	1421017548
17	113	1	1424392664
41	113	1	1438202361
17	114	1	1424582826
41	114	1	1438202360
17	115	1	1424584943
17	116	1	1426641875
42	117	1	1426648418
32	117	1	1429228509
42	117	1	1429245637
42	118	1	1426648418
32	118	1	1429228509
42	118	1	1429245637
42	119	1	1426648418
42	120	1	1426648419
32	120	1	1429228509
42	120	1	1429245637
42	121	1	1426648419
42	122	1	1426648419
32	122	1	1429228509
42	122	1	1429245637
41	123	1	1438202360
41	124	1	1438202361
43	125	1	1438644887
43	126	1	1443816266
43	127	1	1443816266
43	128	1	1443816266
43	129	1	1443816266
43	130	1	1443816267
43	131	1	1443816267
43	132	1	1443816267
