% bip positive
1	1	1	1075380809
1	2	1	1075380809
1	3	1	1075380845
1	3	1	1077421431
2	3	1	1362130272
3	3	1	1362997637
4	4	1	1078851246
5	4	1	1137394002
6	4	1	1145272725
7	4	1	1162498744
7	4	1	1172678098
7	4	1	1172678298
8	4	1	1213449765
9	4	1	1221841243
9	4	1	1221841263
10	4	1	1221841294
11	4	1	1248157196
12	4	1	1259908882
13	4	1	1264688382
13	4	1	1265139318
14	4	1	1266558408
14	4	1	1267767401
15	4	1	1269123077
15	4	1	1269123970
13	4	1	1296078684
13	4	1	1301227286
1	5	1	1085760682
1	5	1	1086170781
2	5	1	1362129977
3	5	1	1362997578
16	6	1	1097146827
16	6	1	1150629041
17	7	1	1125347056
18	7	1	1213915869
14	7	1	1270940531
14	7	1	1270940766
14	7	1	1270940924
14	7	1	1270954991
19	7	1	1290542502
20	7	1	1314463443
20	7	1	1328579114
20	7	1	1333371236
20	7	1	1334787106
20	7	1	1339391064
20	7	1	1340583615
21	7	1	1340961384
20	7	1	1341210512
22	7	1	1341334062
20	7	1	1346871323
20	7	1	1348492705
20	7	1	1349636331
20	7	1	1349658033
20	7	1	1349738004
20	7	1	1349749509
20	7	1	1349769771
20	7	1	1349972155
20	7	1	1349976735
20	7	1	1349985550
20	7	1	1350684397
20	7	1	1351106158
20	7	1	1361988386
20	7	1	1362333221
23	7	1	1362673950
23	7	1	1362695423
7	8	1	1172678951
14	8	1	1267910658
2	8	1	1362136298
3	8	1	1362997502
24	9	1	1134467084
14	9	1	1265417778
14	9	1	1265418644
14	9	1	1265430459
14	9	1	1265488837
14	9	1	1266558288
14	9	1	1266559251
14	9	1	1267766563
25	10	1	1112626954
26	11	1	1112697812
26	11	1	1113681008
27	11	1	1429231120
28	12	1	1118216790
27	12	1	1429231115
17	13	1	1125346103
17	13	1	1125346152
17	13	1	1133321130
29	14	1	1127768691
27	14	1	1429231117
30	15	1	1130063428
30	15	1	1148578018
30	15	1	1148578552
17	16	1	1131175437
17	16	1	1135899804
7	16	1	1160400349
31	16	1	1161462720
7	16	1	1162697287
8	16	1	1212102221
9	16	1	1221495417
10	16	1	1221841374
32	16	1	1236911086
33	16	1	1265214221
34	17	1	1130953639
34	17	1	1130954878
34	17	1	1267921523
17	18	1	1131175173
17	18	1	1133321237
17	18	1	1211727190
35	19	1	1131905965
36	19	1	1356217900
37	20	1	1136207214
37	21	1	1136207224
38	22	1	1189093995
