1	2	2
1	3	2
2	3	2
2	4	2
3	2	2
3	4	1
3	31	2
4	47	1
4	5	2
4	57	2
5	4	2
5	2	2
6	5	1
6	15	1
6	27	3
47	4	1
47	5	2
47	57	2
12	34	2
12	73	2
10	12	1
10	13	1
74	73	2
74	72	2
74	66	2
30	66	2
30	65	2
30	74	2
67	68	2
67	69	2
67	72	2
72	74	2
72	67	2
72	73	2
75	72	2
75	69	2
75	70	2
69	72	2
69	70	2
15	69	2
15	68	2
15	70	2
70	72	2
70	69	2
73	68	3
73	72	2
73	74	2
65	71	2
65	66	2
71	65	2
71	70	1
71	66	2
68	7	2
68	69	2
68	70	2
66	71	2
66	65	2
66	30	2
46	52	2
46	26	2
46	49	2
52	46	2
52	53	2
52	49	2
54	46	2
54	61	1
26	72	2
26	46	2
53	52	2
53	57	3
53	66	1
49	34	1
49	46	2
49	72	2
51	52	2
51	46	2
51	53	2
59	54	1
59	63	2
50	48	3
50	64	1
50	61	3
63	33	2
63	62	3
63	61	1
64	40	3
64	61	2
64	62	2
62	3	2
62	63	3
62	61	2
61	68	2
61	62	2
61	46	1
55	57	2
56	70	1
56	57	2
58	57	2
58	35	2
57	56	2
57	58	2
57	36	2
42	34	1
42	39	1
42	44	1
43	41	2
43	40	2
43	44	2
60	70	2
60	41	2
60	40	2
45	39	1
45	48	2
45	41	1
34	41	3
34	33	1
41	40	2
41	44	2
41	43	2
31	34	1
31	3	2
31	41	2
40	44	3
40	45	1
40	41	2
44	40	3
44	41	2
44	43	2
32	34	1
32	33	1
32	39	1
16	44	2
16	41	2
39	24	1
39	41	1
39	45	1
48	39	3
48	45	2
48	41	1
33	34	1
33	35	1
33	36	1
20	37	2
20	35	2
20	38	2
35	57	2
35	38	2
35	36	2
37	39	2
37	38	2
21	18	1
21	23	1
21	38	2
36	35	2
36	34	1
36	57	2
38	37	2
38	35	2
38	21	2
25	34	1
25	22	2
25	24	1
27	34	1
22	25	2
22	39	2
22	24	1
23	39	2
23	44	3
23	24	1
8	23	2
8	9	2
24	23	1
24	39	1
13	11	2
29	41	3
29	17	2
29	18	2
14	29	1
14	19	2
14	28	2
9	34	1
9	17	2
9	7	2
18	20	1
18	19	1
28	14	2
28	7	2
28	19	2
11	13	2
11	9	1
7	9	2
7	68	2
7	17	2
19	31	2
19	14	2
19	28	2
17	7	2
17	18	2
17	41	3
