% bip positive
1	1	1	1070606523
1	2	1	1070606523
1	3	1	1077420944
1	4	1	1086455585
1	5	1	1086455585
1	6	1	1086455585
1	7	1	1086455585
1	8	1	1086455585
1	9	1	1086455585
1	10	1	1086455585
1	11	1	1086455585
1	12	1	1086455585
1	13	1	1086455585
1	14	1	1086455585
1	15	1	1086455585
1	16	1	1086455585
1	17	1	1086455585
1	18	1	1086455585
1	19	1	1086455585
1	20	1	1086455585
1	21	1	1086455585
1	22	1	1086455585
1	23	1	1086455585
1	24	1	1086455585
1	25	1	1086455585
1	26	1	1086455585
1	27	1	1086455585
1	28	1	1086455585
1	29	1	1086455585
1	30	1	1086455585
1	31	1	1086455585
1	32	1	1086455585
1	33	1	1086455585
1	34	1	1086455585
1	35	1	1086455585
1	36	1	1086455585
1	37	1	1086455585
1	38	1	1086455585
1	39	1	1086455585
1	40	1	1086455585
1	41	1	1086455585
1	42	1	1086455585
1	43	1	1086455585
1	44	1	1086455585
1	45	1	1086455585
1	46	1	1086455585
1	47	1	1086455585
1	48	1	1086455585
1	49	1	1086455585
1	50	1	1086455585
1	51	1	1086455585
1	52	1	1086455585
1	53	1	1086455585
1	54	1	1086455585
1	55	1	1086455585
1	56	1	1086455585
1	57	1	1086455585
1	58	1	1086455585
1	59	1	1086455585
1	60	1	1086455585
1	61	1	1086455585
1	62	1	1086455585
1	63	1	1086455585
1	64	1	1086455585
1	65	1	1086455585
1	66	1	1086455585
1	67	1	1086455585
1	68	1	1086455585
1	69	1	1086455585
1	70	1	1086455585
1	71	1	1086455585
1	72	1	1086455585
1	73	1	1086455585
1	74	1	1086455585
1	75	1	1086455585
1	76	1	1086455585
1	77	1	1086455585
1	78	1	1086455702
2	80	1	1114180037
2	80	1	1114183927
2	80	1	1114186463
3	80	1	1429226461
4	81	1	1130595696
5	81	1	1134284799
6	81	1	1135711596
7	81	1	1152182543
8	81	1	1162202582
7	81	1	1183647655
7	81	1	1253663719
7	81	1	1253663741
7	81	1	1283451113
9	81	1	1448313770
5	82	1	1134284777
6	82	1	1135711577
7	82	1	1152182711
8	82	1	1162202590
7	82	1	1183633228
7	82	1	1253663782
7	82	1	1283449836
5	83	1	1134284723
5	84	1	1134284739
10	85	1	1136411396
11	85	1	1140651473
7	85	1	1151575102
7	85	1	1151576660
7	85	1	1151576847
7	85	1	1164681698
12	85	1	1170537586
12	85	1	1175191545
7	85	1	1183641480
7	85	1	1183648514
13	85	1	1191277361
13	85	1	1191277388
13	85	1	1191287732
14	85	1	1200824070
15	85	1	1214088300
16	85	1	1238429665
7	85	1	1253652232
7	85	1	1253660091
7	85	1	1276117369
7	85	1	1283454069
17	85	1	1337677571
18	85	1	1373045517
6	86	1	1135711156
6	87	1	1135711216
10	88	1	1136409496
10	88	1	1443497990
10	89	1	1136409530
19	90	1	1137761723
7	91	1	1151573456
7	91	1	1281869627
7	92	1	1151574767
7	92	1	1151574871
7	92	1	1152182291
7	92	1	1164673449
20	92	1	1168651658
20	92	1	1168755909
21	92	1	1219916214
16	92	1	1253279347
7	92	1	1258678483
16	92	1	1268254692
22	92	1	1320663428
4	92	1	1320671213
23	92	1	1377545068
24	92	1	1469490030
9	92	1	1493237294
7	93	1	1151575102
25	93	1	1301565759
26	94	1	1151849593
27	94	1	1277174221
27	94	1	1277175581
7	95	1	1283455636
7	97	1	1283455785
28	98	1	1160827416
27	98	1	1225272351
8	99	1	1160828935
8	100	1	1160828986
8	101	1	1162202605
7	101	1	1283455757
9	101	1	1337723520
9	101	1	1424808302
20	102	1	1168633398
20	102	1	1168649631
20	102	1	1168649758
20	102	1	1168756245
12	102	1	1211718613
7	102	1	1258680145
16	102	1	1275927810
16	102	1	1282755125
29	102	1	1305935403
29	102	1	1322017189
30	102	1	1327710458
31	102	1	1352526016
30	102	1	1387757191
32	102	1	1433231461
33	102	1	1469954394
9	102	1	1493237302
7	103	1	1164673206
9	103	1	1349096310
34	103	1	1359116386
9	103	1	1374831436
9	103	1	1374835846
9	103	1	1407756075
9	103	1	1415101944
9	103	1	1418814422
9	103	1	1418816497
9	103	1	1419352065
9	103	1	1419545097
9	103	1	1419679505
9	103	1	1419805772
9	103	1	1420219776
9	103	1	1421702948
9	103	1	1422015426
9	103	1	1424281113
9	103	1	1424785449
9	103	1	1425333256
9	103	1	1425929458
9	103	1	1426858298
9	103	1	1427891817
9	103	1	1431942077
9	103	1	1439903289
9	103	1	1466765702
9	103	1	1476104103
9	103	1	1477042510
9	103	1	1499072995
7	104	1	1164673393
34	104	1	1277148370
34	104	1	1277210476
34	104	1	1277214056
34	104	1	1277299062
34	104	1	1277644181
34	104	1	1277746543
34	104	1	1277749679
34	104	1	1277795509
34	104	1	1277796253
34	104	1	1282897894
35	104	1	1283090781
36	104	1	1286136411
25	104	1	1298656931
25	104	1	1303036139
9	104	1	1306144131
34	104	1	1307639197
34	104	1	1308058941
25	104	1	1311100351
25	104	1	1315138023
37	104	1	1324350962
34	104	1	1327072799
9	104	1	1334661254
